country1,country2,sourceCountry,year,month,day,domain,title,url,social_image,language
CA,JA,CA,2017,10,16,nikkei.com,旅客機とドローン衝突 カナダ東部 、 けが人なし ： 日本経済新聞,https://www.nikkei.com/article/DGXMZO22292090W7A011C1000000/?n_cid=TPRN0005,,Japanese
