country1,country2,sourceCountry,year,month,day,domain,title,url,social_image,language
CI,CH,CA,2017,11,12,windsorstar.com,Chinese spend billions shopping online on ‘ Singles Day ’ ,http://windsorstar.com/pmn/business-pmn/chinese-spend-billions-online-shopping-on-singles-day/wcm/e1ca51f4-b51d-4cfb-896a-2bd0c164784e,https://postmediawindsorstar2.files.wordpress.com/2017/11/xhg101-ap.jpg,English
CI,CH,CA,2017,11,11,vancouversun.com,Chinese spend billions shopping online on ‘ Singles Day ’ ,http://vancouversun.com/pmn/business-pmn/chinese-spend-billions-online-shopping-on-singles-day/wcm/a1ef0787-618c-4bd4-b465-3db2acc97d52,https://postmediavancouversun2.files.wordpress.com/2017/11/xhg101-ap.jpg,English
CI,CH,CA,2017,11,13,cbc.ca,Alibaba sells more than $25B US on  Singles Day , more than Black Friday & Cyber Monday,http://www.cbc.ca/news/business/alibaba-singles-day-1.4400105,https://i.cbc.ca/1.4400120.1510588925!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_1180/china-online-shopping.jpg,English
CI,CH,CA,2017,11,11,theprovince.com,Chinese spend billions shopping online on  Singles Day  ,http://www.theprovince.com/business/chinese+spend+billions+online+shopping+singles/15637009/story.html,http://www.theprovince.com/cms/binary/15637010.jpg,English
CI,CH,CA,2017,10,12,lapresse.ca,Des Québécois auraient mangé du saumon transgénique  leur insu ,http://www.lapresse.ca/actualites/201710/11/01-5139709-des-quebecois-auraient-mange-du-saumon-transgenique-a-leur-insu.php,http://images.lpcdn.ca/924x615/201710/11/1482538-entreprise-americaine-aquabounty-eleve-saumons.jpg,French
