country1,country2,sourceCountry,year,month,day,domain,title,url,social_image,language
CA,NO,CA,2017,11,3,intrafish.no,Lerøy med ny merkevare , kineserne vil ha mer egen lakseoppdrett,http://www.intrafish.no/blogg/1374484/leroy-med-ny-merkevare-kineserne-vil-ha-mer-egen-lakseoppdrett,http://www.intrafish.no//static/theme/intrafish/base/gfx/fb/intrafish.png,English
