country1,country2,sourceCountry,year,month,day,domain,title,url,social_image,language
NO,SW,CA,2017,12,22,metro.se,6 drycker till julafton,https://www.metro.se/artikel/6-drycker-till-julafton,https://static.metro.se/5b8/b04/dryckfb-LARGE.jpg,Swedish
NO,SW,CA,2017,11,21,nsd.se,Forskare :  Inför skottpengar på säl ,http://nsd.se/nyheter/forskare-infor-skottpengar-pa-sal-nm4698355.aspx,http://img5.ntm.eu/nm/public/img/4698364/1120201236/manga-antalet-grasalar-och-vi?&mode=crop&scale=both&anchor=topcenter,Swedish
NO,SW,CA,2017,11,21,nsd.se,Forskare :  Inför skottpengar på säl ,http://www.nsd.se/nyheter/forskare-infor-skottpengar-pa-sal-nm4698355.aspx,http://img5.ntm.eu/nm/public/img/4698364/1120201236/manga-antalet-grasalar-och-vi?&mode=crop&scale=both&anchor=topcenter,Swedish
NO,SW,CA,2017,10,25,affarsvarlden.se,Oljebaronerna som investerar i solkraft,https://www.affarsvarlden.se/premium-nyheter/oljebaronerna-som-investerar-i-solkraft-6879343,https://www.affarsvarlden.se/ekonominyheter/qxtdw0-4dc6426e-d39c-4275-a8dc-805c1ea267e9/binary/original/4dc6426e-d39c-4275-a8dc-805c1ea267e9,Swedish
