country1,country2,sourceCountry,year,month,day,domain,title,url,social_image,language
NO,CH,CA,2017,12,8,news1130.com,Toronto  Seattle mayors make friendly wager over MLS Cup game,http://www.news1130.com/2017/12/08/toronto-seattle-mayors-make-friendly-wager-over-mls-cup-game/,http://www.news1130.com/wp-content/blogs.dir/sites/9/2017/12/08/CPT106442616_hd.jpg,English
NO,CH,CA,2017,12,8,680news.com,Toronto  Seattle mayors make friendly wager over MLS Cup game,http://www.680news.com/2017/12/08/toronto-seattle-mayors-make-friendly-wager-over-mls-cup-game/,http://www.680news.com/wp-content/blogs.dir/sites/2/2017/12/08/CPT106442616_hd.jpg,English
NO,CH,CA,2017,11,4,news1130.com,KHL may pull out of Olympics over Russia doping cases  could affect Team Canada,http://www.news1130.com/2017/11/04/khl-could-pull-out-of-olympics-over-russia-doping-cases/,,English
NO,CH,CA,2017,11,4,news1130.com,Trump Asia trip presents a crucial international test,http://www.news1130.com/2017/11/04/trumps-asia-trip-presents-a-crucial-international-test/,http://www.news1130.com/wp-content/blogs.dir/sites/9/2017/11/04/HIAH103-114_2017_181253_hd.jpg,English
NO,CH,CA,2017,11,4,680news.com,Trump Asia trip presents a crucial international test,http://www.680news.com/2017/11/04/trumps-asia-trip-presents-crucial-international-test/,http://www.680news.com/wp-content/blogs.dir/sites/2/2017/11/17812458.jpg,English
NO,CH,CA,2017,11,5,680news.com,Trump Asia trip presents a crucial international test,http://www.680news.com/2017/11/04/trumps-asia-trip-presents-a-crucial-international-test/,,English
